affair_binary,affair_status,rate_marriage,rate_marriage_f,age,yrs_married,children,child_status,religious,religious_f,educ,occupation,occupation_f,occupation_husb,occupation_husb_f,affairs
0,No affair reported,4.0,good,22.0,2.5,0.0,No children,3.0,fairly_religious,17.0,4.0,teacher_nurse_writer_technician_skilled,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,3.0,fairly_religious,17.0,4.0,teacher_nurse_writer_technician_skilled,5.0,managerial_business,0.0
0,No affair reported,3.0,fair,22.0,0.5,0.0,No children,3.0,fairly_religious,16.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,27.0,6.0,1.0,Has children,1.0,not_religious,14.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,32.0,16.5,1.0,Has children,3.0,fairly_religious,12.0,2.0,farming_semiskilled_unskilled,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,3.0,fair,37.0,23.0,3.0,Has children,3.0,fairly_religious,12.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,1.0,not_religious,20.0,4.0,teacher_nurse_writer_technician_skilled,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,27.0,6.0,0.0,No children,1.0,not_religious,12.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,27.0,6.0,0.0,No children,2.0,mildly_religious,14.0,3.0,white_collar,5.0,managerial_business,0.0
0,No affair reported,3.0,fair,37.0,23.0,5.5,Has children,1.0,not_religious,12.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,3.0,fair,42.0,16.5,2.0,Has children,2.0,mildly_religious,12.0,2.0,farming_semiskilled_unskilled,6.0,professional,0.0
0,No affair reported,4.0,good,27.0,6.0,2.0,Has children,2.0,mildly_religious,12.0,2.0,farming_semiskilled_unskilled,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,2.0,mildly_religious,16.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,22.0,0.5,0.0,No children,3.0,fairly_religious,12.0,2.0,farming_semiskilled_unskilled,5.0,managerial_business,0.0
0,No affair reported,4.0,good,42.0,23.0,2.0,Has children,3.0,fairly_religious,12.0,2.0,farming_semiskilled_unskilled,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,37.0,16.5,2.0,Has children,1.0,not_religious,14.0,5.0,managerial_business,6.0,professional,0.0
0,No affair reported,5.0,very_good,42.0,23.0,4.0,Has children,4.0,strongly_religious,12.0,3.0,white_collar,5.0,managerial_business,0.0
0,No affair reported,2.0,poor,22.0,2.5,0.0,No children,3.0,fairly_religious,14.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,4.0,good,27.0,6.0,2.0,Has children,1.0,not_religious,14.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,3.0,fair,22.0,0.5,0.0,No children,2.0,mildly_religious,17.0,3.0,white_collar,5.0,managerial_business,0.0
0,No affair reported,3.0,fair,27.0,6.0,2.0,Has children,2.0,mildly_religious,16.0,4.0,teacher_nurse_writer_technician_skilled,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,32.0,13.0,3.0,Has children,2.0,mildly_religious,20.0,3.0,white_collar,6.0,professional,0.0
0,No affair reported,5.0,very_good,42.0,23.0,4.0,Has children,4.0,strongly_religious,16.0,2.0,farming_semiskilled_unskilled,5.0,managerial_business,0.0
0,No affair reported,4.0,good,22.0,2.5,0.0,No children,3.0,fairly_religious,16.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,27.0,6.0,1.0,Has children,3.0,fairly_religious,20.0,4.0,teacher_nurse_writer_technician_skilled,6.0,professional,0.0
0,No affair reported,2.0,poor,42.0,23.0,5.5,Has children,3.0,fairly_religious,12.0,2.0,farming_semiskilled_unskilled,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,22.0,6.0,0.0,No children,4.0,strongly_religious,14.0,3.0,white_collar,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,5.0,very_good,22.0,6.0,1.0,Has children,1.0,not_religious,12.0,3.0,white_collar,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,27.0,2.5,0.0,No children,2.0,mildly_religious,12.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,32.0,13.0,3.0,Has children,4.0,strongly_religious,16.0,4.0,teacher_nurse_writer_technician_skilled,6.0,professional,0.0
0,No affair reported,5.0,very_good,27.0,0.5,0.0,No children,2.0,mildly_religious,12.0,3.0,white_collar,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,4.0,good,37.0,16.5,2.0,Has children,2.0,mildly_religious,12.0,2.0,farming_semiskilled_unskilled,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,4.0,good,32.0,2.5,0.0,No children,3.0,fairly_religious,20.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,32.0,2.5,1.0,Has children,3.0,fairly_religious,12.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,4.0,good,27.0,2.5,0.0,No children,2.0,mildly_religious,12.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,27.0,6.0,1.0,Has children,3.0,fairly_religious,12.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,4.0,good,27.0,6.0,1.0,Has children,1.0,not_religious,20.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,1.0,not_religious,12.0,3.0,white_collar,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,32.0,16.5,2.0,Has children,3.0,fairly_religious,17.0,3.0,white_collar,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,1.0,not_religious,16.0,5.0,managerial_business,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,27.0,6.0,1.0,Has children,3.0,fairly_religious,20.0,6.0,professional,6.0,professional,0.0
0,No affair reported,3.0,fair,27.0,6.0,2.0,Has children,3.0,fairly_religious,20.0,4.0,teacher_nurse_writer_technician_skilled,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,27.0,9.0,1.0,Has children,2.0,mildly_religious,16.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,3.0,fair,42.0,23.0,4.0,Has children,3.0,fairly_religious,14.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,27.0,6.0,2.0,Has children,2.0,mildly_religious,20.0,4.0,teacher_nurse_writer_technician_skilled,3.0,white_collar,0.0
0,No affair reported,4.0,good,27.0,6.0,2.0,Has children,3.0,fairly_religious,14.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,42.0,23.0,3.0,Has children,2.0,mildly_religious,12.0,5.0,managerial_business,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,4.0,good,22.0,2.5,0.0,No children,3.0,fairly_religious,16.0,3.0,white_collar,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,32.0,16.5,3.0,Has children,3.0,fairly_religious,12.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,2.0,mildly_religious,14.0,1.0,student,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,27.0,6.0,0.0,No children,3.0,fairly_religious,14.0,4.0,teacher_nurse_writer_technician_skilled,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,1.0,not_religious,12.0,2.0,farming_semiskilled_unskilled,1.0,student,0.0
0,No affair reported,4.0,good,27.0,6.0,1.0,Has children,1.0,not_religious,14.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,4.0,good,22.0,2.5,0.0,No children,3.0,fairly_religious,16.0,2.0,farming_semiskilled_unskilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,4.0,good,22.0,2.5,0.0,No children,4.0,strongly_religious,12.0,3.0,white_collar,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,5.0,very_good,17.5,2.5,0.0,No children,1.0,not_religious,12.0,2.0,farming_semiskilled_unskilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,4.0,good,37.0,16.5,3.0,Has children,3.0,fairly_religious,12.0,4.0,teacher_nurse_writer_technician_skilled,5.0,managerial_business,0.0
0,No affair reported,4.0,good,27.0,6.0,1.0,Has children,2.0,mildly_religious,12.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,3.0,fair,37.0,13.0,0.0,No children,2.0,mildly_religious,14.0,5.0,managerial_business,6.0,professional,0.0
0,No affair reported,4.0,good,37.0,16.5,4.0,Has children,3.0,fairly_religious,12.0,2.0,farming_semiskilled_unskilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,4.0,good,27.0,2.5,0.0,No children,1.0,not_religious,14.0,5.0,managerial_business,6.0,professional,0.0
0,No affair reported,5.0,very_good,42.0,23.0,2.0,Has children,2.0,mildly_religious,12.0,5.0,managerial_business,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,4.0,strongly_religious,14.0,2.0,farming_semiskilled_unskilled,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,3.0,fairly_religious,16.0,3.0,white_collar,1.0,student,0.0
0,No affair reported,5.0,very_good,27.0,0.5,0.0,No children,3.0,fairly_religious,20.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,27.0,6.0,1.0,Has children,2.0,mildly_religious,20.0,4.0,teacher_nurse_writer_technician_skilled,6.0,professional,0.0
0,No affair reported,4.0,good,22.0,2.5,0.0,No children,2.0,mildly_religious,16.0,5.0,managerial_business,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,3.0,fairly_religious,12.0,2.0,farming_semiskilled_unskilled,3.0,white_collar,0.0
0,No affair reported,5.0,very_good,22.0,0.5,0.0,No children,3.0,fairly_religious,12.0,3.0,white_collar,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,4.0,good,37.0,9.0,5.5,Has children,4.0,strongly_religious,12.0,4.0,teacher_nurse_writer_technician_skilled,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,3.0,fair,27.0,0.5,0.0,No children,2.0,mildly_religious,12.0,3.0,white_collar,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,5.0,very_good,27.0,2.5,0.0,No children,2.0,mildly_religious,20.0,4.0,teacher_nurse_writer_technician_skilled,5.0,managerial_business,0.0
0,No affair reported,3.0,fair,22.0,2.5,0.0,No children,1.0,not_religious,14.0,3.0,white_collar,3.0,white_collar,0.0
0,No affair reported,3.0,fair,42.0,16.5,4.0,Has children,4.0,strongly_religious,16.0,3.0,white_collar,1.0,student,0.0
0,No affair reported,5.0,very_good,32.0,13.0,3.0,Has children,2.0,mildly_religious,12.0,2.0,farming_semiskilled_unskilled,5.0,managerial_business,0.0
0,No affair reported,2.0,poor,32.0,13.0,2.0,Has children,3.0,fairly_religious,12.0,2.0,farming_semiskilled_unskilled,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,2.0,mildly_religious,14.0,3.0,white_collar,1.0,student,0.0
0,No affair reported,3.0,fair,27.0,2.5,1.0,Has children,1.0,not_religious,14.0,5.0,managerial_business,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,4.0,good,22.0,0.5,0.0,No children,4.0,strongly_religious,12.0,3.0,white_collar,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,4.0,good,27.0,9.0,2.0,Has children,3.0,fairly_religious,12.0,5.0,managerial_business,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,3.0,fairly_religious,14.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,27.0,6.0,2.0,Has children,3.0,fairly_religious,17.0,4.0,teacher_nurse_writer_technician_skilled,5.0,managerial_business,0.0
0,No affair reported,4.0,good,22.0,2.5,0.0,No children,1.0,not_religious,12.0,3.0,white_collar,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,5.0,very_good,22.0,0.5,0.0,No children,2.0,mildly_religious,12.0,3.0,white_collar,3.0,white_collar,0.0
0,No affair reported,5.0,very_good,42.0,23.0,3.0,Has children,3.0,fairly_religious,12.0,3.0,white_collar,5.0,managerial_business,0.0
0,No affair reported,3.0,fair,22.0,2.5,1.0,Has children,3.0,fairly_religious,14.0,3.0,white_collar,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,4.0,good,27.0,16.5,2.0,Has children,3.0,fairly_religious,12.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,17.5,0.5,0.0,No children,2.0,mildly_religious,12.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,27.0,2.5,0.0,No children,3.0,fairly_religious,17.0,4.0,teacher_nurse_writer_technician_skilled,5.0,managerial_business,0.0
0,No affair reported,4.0,good,27.0,9.0,2.0,Has children,4.0,strongly_religious,16.0,4.0,teacher_nurse_writer_technician_skilled,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,2.0,mildly_religious,16.0,4.0,teacher_nurse_writer_technician_skilled,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,37.0,16.5,2.0,Has children,2.0,mildly_religious,12.0,3.0,white_collar,6.0,professional,0.0
0,No affair reported,5.0,very_good,32.0,23.0,2.0,Has children,3.0,fairly_religious,14.0,5.0,managerial_business,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,22.0,2.5,1.0,Has children,4.0,strongly_religious,14.0,4.0,teacher_nurse_writer_technician_skilled,1.0,student,0.0
0,No affair reported,4.0,good,27.0,2.5,0.0,No children,3.0,fairly_religious,17.0,4.0,teacher_nurse_writer_technician_skilled,6.0,professional,0.0
0,No affair reported,5.0,very_good,22.0,0.5,0.0,No children,2.0,mildly_religious,12.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,4.0,good,37.0,16.5,2.0,Has children,3.0,fairly_religious,20.0,4.0,teacher_nurse_writer_technician_skilled,6.0,professional,0.0
0,No affair reported,4.0,good,27.0,2.5,0.0,No children,3.0,fairly_religious,14.0,4.0,teacher_nurse_writer_technician_skilled,1.0,student,0.0
0,No affair reported,4.0,good,22.0,2.5,0.0,No children,3.0,fairly_religious,16.0,4.0,teacher_nurse_writer_technician_skilled,3.0,white_collar,0.0
0,No affair reported,4.0,good,22.0,2.5,0.0,No children,2.0,mildly_religious,12.0,2.0,farming_semiskilled_unskilled,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,42.0,23.0,2.0,Has children,3.0,fairly_religious,14.0,3.0,white_collar,6.0,professional,0.0
0,No affair reported,5.0,very_good,22.0,0.5,0.0,No children,2.0,mildly_religious,16.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,27.0,6.0,3.0,Has children,2.0,mildly_religious,16.0,4.0,teacher_nurse_writer_technician_skilled,5.0,managerial_business,0.0
0,No affair reported,4.0,good,32.0,16.5,3.0,Has children,2.0,mildly_religious,16.0,2.0,farming_semiskilled_unskilled,6.0,professional,0.0
0,No affair reported,4.0,good,27.0,0.5,0.0,No children,2.0,mildly_religious,16.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,2.0,poor,22.0,0.5,0.0,No children,4.0,strongly_religious,12.0,3.0,white_collar,3.0,white_collar,0.0
0,No affair reported,4.0,good,22.0,2.5,0.0,No children,3.0,fairly_religious,17.0,4.0,teacher_nurse_writer_technician_skilled,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,5.0,very_good,27.0,2.5,0.0,No children,3.0,fairly_religious,16.0,4.0,teacher_nurse_writer_technician_skilled,6.0,professional,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,3.0,fairly_religious,12.0,3.0,white_collar,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,4.0,good,27.0,2.5,3.0,Has children,2.0,mildly_religious,12.0,3.0,white_collar,6.0,professional,0.0
0,No affair reported,4.0,good,32.0,6.0,1.0,Has children,4.0,strongly_religious,20.0,5.0,managerial_business,5.0,managerial_business,0.0
0,No affair reported,2.0,poor,27.0,2.5,0.0,No children,3.0,fairly_religious,14.0,3.0,white_collar,3.0,white_collar,0.0
0,No affair reported,4.0,good,42.0,23.0,4.0,Has children,2.0,mildly_religious,12.0,2.0,farming_semiskilled_unskilled,6.0,professional,0.0
0,No affair reported,5.0,very_good,42.0,16.5,1.0,Has children,3.0,fairly_religious,12.0,5.0,managerial_business,3.0,white_collar,0.0
0,No affair reported,3.0,fair,27.0,9.0,2.0,Has children,1.0,not_religious,14.0,3.0,white_collar,5.0,managerial_business,0.0
0,No affair reported,4.0,good,42.0,23.0,2.0,Has children,2.0,mildly_religious,12.0,2.0,farming_semiskilled_unskilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,42.0,23.0,2.0,Has children,2.0,mildly_religious,12.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,3.0,fairly_religious,16.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,3.0,fair,42.0,23.0,3.0,Has children,3.0,fairly_religious,12.0,3.0,white_collar,3.0,white_collar,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,4.0,strongly_religious,17.0,3.0,white_collar,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,2.0,poor,22.0,2.5,0.0,No children,3.0,fairly_religious,14.0,3.0,white_collar,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,5.0,very_good,27.0,6.0,1.0,Has children,4.0,strongly_religious,20.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,4.0,good,37.0,16.5,5.5,Has children,2.0,mildly_religious,14.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,32.0,13.0,3.0,Has children,3.0,fairly_religious,12.0,2.0,farming_semiskilled_unskilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,27.0,6.0,2.0,Has children,3.0,fairly_religious,16.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,4.0,good,27.0,6.0,1.0,Has children,1.0,not_religious,20.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,1.0,not_religious,12.0,3.0,white_collar,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,5.0,very_good,27.0,2.5,0.0,No children,3.0,fairly_religious,14.0,4.0,teacher_nurse_writer_technician_skilled,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,22.0,6.0,0.0,No children,3.0,fairly_religious,12.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,4.0,good,22.0,2.5,0.0,No children,3.0,fairly_religious,12.0,5.0,managerial_business,5.0,managerial_business,0.0
0,No affair reported,4.0,good,22.0,2.5,0.0,No children,3.0,fairly_religious,16.0,4.0,teacher_nurse_writer_technician_skilled,6.0,professional,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,3.0,fairly_religious,16.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,27.0,6.0,0.0,No children,2.0,mildly_religious,16.0,4.0,teacher_nurse_writer_technician_skilled,6.0,professional,0.0
0,No affair reported,2.0,poor,37.0,16.5,3.0,Has children,4.0,strongly_religious,12.0,2.0,farming_semiskilled_unskilled,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,22.0,6.0,2.0,Has children,2.0,mildly_religious,12.0,5.0,managerial_business,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,4.0,good,27.0,2.5,1.0,Has children,2.0,mildly_religious,16.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,2.0,mildly_religious,17.0,3.0,white_collar,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,5.0,very_good,42.0,23.0,3.0,Has children,3.0,fairly_religious,17.0,4.0,teacher_nurse_writer_technician_skilled,5.0,managerial_business,0.0
0,No affair reported,4.0,good,22.0,2.5,0.0,No children,3.0,fairly_religious,12.0,4.0,teacher_nurse_writer_technician_skilled,1.0,student,0.0
0,No affair reported,4.0,good,32.0,13.0,2.0,Has children,2.0,mildly_religious,12.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,27.0,2.5,0.0,No children,3.0,fairly_religious,20.0,5.0,managerial_business,6.0,professional,0.0
0,No affair reported,5.0,very_good,22.0,0.5,0.0,No children,3.0,fairly_religious,16.0,3.0,white_collar,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,4.0,good,22.0,2.5,0.0,No children,3.0,fairly_religious,12.0,3.0,white_collar,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,4.0,good,27.0,9.0,2.0,Has children,1.0,not_religious,14.0,3.0,white_collar,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,4.0,good,27.0,6.0,1.0,Has children,1.0,not_religious,20.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,27.0,2.5,2.0,Has children,1.0,not_religious,12.0,2.0,farming_semiskilled_unskilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,4.0,good,37.0,9.0,1.0,Has children,3.0,fairly_religious,20.0,4.0,teacher_nurse_writer_technician_skilled,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,4.0,good,22.0,0.5,0.0,No children,3.0,fairly_religious,16.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,32.0,16.5,2.0,Has children,1.0,not_religious,14.0,5.0,managerial_business,5.0,managerial_business,0.0
0,No affair reported,3.0,fair,27.0,6.0,0.0,No children,1.0,not_religious,12.0,3.0,white_collar,5.0,managerial_business,0.0
0,No affair reported,4.0,good,27.0,6.0,1.0,Has children,3.0,fairly_religious,16.0,4.0,teacher_nurse_writer_technician_skilled,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,32.0,13.0,1.0,Has children,2.0,mildly_religious,12.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,3.0,fair,27.0,2.5,0.0,No children,3.0,fairly_religious,12.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,2.0,mildly_religious,12.0,3.0,white_collar,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,4.0,good,32.0,6.0,1.0,Has children,3.0,fairly_religious,17.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,3.0,fair,27.0,2.5,0.0,No children,1.0,not_religious,20.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,4.0,good,42.0,23.0,2.0,Has children,4.0,strongly_religious,14.0,3.0,white_collar,5.0,managerial_business,0.0
0,No affair reported,2.0,poor,27.0,2.5,1.0,Has children,2.0,mildly_religious,14.0,3.0,white_collar,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,4.0,good,42.0,23.0,3.0,Has children,2.0,mildly_religious,12.0,3.0,white_collar,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,27.0,6.0,2.0,Has children,2.0,mildly_religious,17.0,4.0,teacher_nurse_writer_technician_skilled,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,22.0,0.5,0.0,No children,1.0,not_religious,14.0,3.0,white_collar,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,27.0,6.0,2.0,Has children,3.0,fairly_religious,12.0,3.0,white_collar,3.0,white_collar,0.0
0,No affair reported,3.0,fair,22.0,2.5,0.0,No children,1.0,not_religious,14.0,5.0,managerial_business,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,1.0,very_poor,42.0,23.0,3.0,Has children,2.0,mildly_religious,12.0,3.0,white_collar,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,4.0,good,42.0,16.5,3.0,Has children,2.0,mildly_religious,17.0,5.0,managerial_business,5.0,managerial_business,0.0
0,No affair reported,1.0,very_poor,27.0,2.5,0.0,No children,1.0,not_religious,12.0,3.0,white_collar,1.0,student,0.0
0,No affair reported,5.0,very_good,22.0,0.5,0.0,No children,1.0,not_religious,17.0,4.0,teacher_nurse_writer_technician_skilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,5.0,very_good,37.0,16.5,2.0,Has children,3.0,fairly_religious,12.0,3.0,white_collar,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,4.0,good,27.0,6.0,2.0,Has children,3.0,fairly_religious,16.0,4.0,teacher_nurse_writer_technician_skilled,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,4.0,strongly_religious,14.0,5.0,managerial_business,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,22.0,2.5,0.0,No children,4.0,strongly_religious,17.0,4.0,teacher_nurse_writer_technician_skilled,5.0,managerial_business,0.0
0,No affair reported,3.0,fair,27.0,6.0,2.0,Has children,3.0,fairly_religious,14.0,5.0,managerial_business,2.0,farming_semiskilled_unskilled,0.0
0,No affair reported,4.0,good,27.0,2.5,0.0,No children,3.0,fairly_religious,16.0,3.0,white_collar,6.0,professional,0.0
0,No affair reported,5.0,very_good,27.0,2.5,0.0,No children,1.0,not_religious,12.0,3.0,white_collar,5.0,managerial_business,0.0
0,No affair reported,5.0,very_good,17.5,2.5,2.0,Has children,1.0,not_religious,12.0,2.0,farming_semiskilled_unskilled,4.0,teacher_nurse_writer_technician_skilled,0.0
0,No affair reported,4.0,good,32.0,16.5,2.0,Has children,3.0,fairly_religious,14.0,3.0,white_collar,2.0,farming_semiskilled_unskilled,0.0
